exp,emp_title,compensation,perc_remote,co_size,co_location,year,emp_location,emp_ID
SE,Machine Learning Engineer,202353,0.0,M,United States,2023,"(37.09024, -95.712891)",96316
SE,Data Analyst,155000,0.0,M,United States,2023,"(37.09024, -95.712891)",68141
SE,Data Engineer,200000,0.0,M,United States,2023,"(37.09024, -95.712891)",16540
SE,Data Scientist,157750,100.0,M,United States,2023,"(37.09024, -95.712891)",69684
SE,Data Scientist,104650,100.0,M,United States,2023,"(37.09024, -95.712891)",90325
MI,Data Scientist,180000,100.0,M,United States,2023,"(37.09024, -95.712891)",78573
MI,Data Scientist,140000,100.0,M,United States,2023,"(37.09024, -95.712891)",83968
EX,Data Scientist,200000,0.0,M,United States,2023,"(37.09024, -95.712891)",37041
EX,Data Scientist,145000,0.0,M,United States,2023,"(37.09024, -95.712891)",47306
MI,Lead Data Analyst,68000,0.0,L,United States,2023,"(37.09024, -95.712891)",69184
EN,BI Data Engineer,60000,100.0,M,United States,2023,"(37.09024, -95.712891)",42386
MI,Data Engineer,125000,0.0,M,United States,2023,"(37.09024, -95.712891)",36987
MI,Data Engineer,90000,0.0,M,United States,2023,"(37.09024, -95.712891)",70507
SE,Data Analyst,105000,100.0,M,United States,2023,"(37.09024, -95.712891)",35488
SE,Data Analyst,90000,100.0,M,United States,2023,"(37.09024, -95.712891)",49996
EN,Research Engineer,155000,0.0,M,United States,2023,"(37.09024, -95.712891)",27317
EN,Research Engineer,125000,0.0,M,United States,2023,"(37.09024, -95.712891)",21250
SE,Machine Learning Engineer,241000,0.0,M,United States,2023,"(37.09024, -95.712891)",75263
SE,Machine Learning Engineer,181000,0.0,M,United States,2023,"(37.09024, -95.712891)",57096
SE,Data Scientist,252000,0.0,M,United States,2023,"(37.09024, -95.712891)",49550
SE,Data Scientist,154000,0.0,M,United States,2023,"(37.09024, -95.712891)",41171
EX,Data Architect,180000,0.0,M,United States,2023,"(37.09024, -95.712891)",79630
EX,Data Architect,155000,0.0,M,United States,2023,"(37.09024, -95.712891)",36695
SE,Data Scientist,191765,0.0,M,United States,2023,"(37.09024, -95.712891)",53217
SE,Data Scientist,134236,0.0,M,United States,2023,"(37.09024, -95.712891)",24053
SE,Data Engineer,146000,0.0,M,United States,2023,"(37.09024, -95.712891)",32359
SE,Data Engineer,75000,0.0,M,United States,2023,"(37.09024, -95.712891)",40518
EN,Data Analyst,64200,100.0,M,United States,2023,"(37.09024, -95.712891)",56826
EN,Data Analyst,56100,100.0,M,United States,2023,"(37.09024, -95.712891)",54745
SE,Machine Learning Engineer,170000,0.0,M,United States,2023,"(37.09024, -95.712891)",41291
SE,Data Analyst,208450,100.0,M,United States,2023,"(37.09024, -95.712891)",59273
SE,Data Analyst,170550,100.0,M,United States,2023,"(37.09024, -95.712891)",10704
SE,Machine Learning Engineer,125000,0.0,M,United States,2023,"(37.09024, -95.712891)",52239
SE,Machine Learning Engineer,100000,0.0,M,United States,2023,"(37.09024, -95.712891)",89543
MI,Data Manager,135000,0.0,M,United States,2023,"(37.09024, -95.712891)",85842
MI,Data Manager,120000,0.0,M,United States,2023,"(37.09024, -95.712891)",91744
SE,Data Scientist,200000,100.0,M,United States,2023,"(37.09024, -95.712891)",57435
SE,Data Scientist,170000,100.0,M,United States,2023,"(37.09024, -95.712891)",61653
SE,Data Scientist,171250,0.0,M,Ireland,2023,"(53.41291, -8.24389)",73318
SE,Data Scientist,113750,0.0,M,Ireland,2023,"(53.41291, -8.24389)",31978
SE,Data Analyst,153600,0.0,M,United States,2023,"(37.09024, -95.712891)",37955
SE,Data Analyst,100500,0.0,M,United States,2023,"(37.09024, -95.712891)",84398
SE,Machine Learning Engineer,115000,100.0,M,Canada,2023,"(56.130366, -106.346771)",47133
SE,Machine Learning Engineer,95000,100.0,M,Canada,2023,"(56.130366, -106.346771)",85243
MI,Data Analyst,182500,0.0,M,United States,2023,"(37.09024, -95.712891)",70582
MI,Data Analyst,121500,0.0,M,United States,2023,"(37.09024, -95.712891)",36493
SE,Data Engineer,203100,0.0,M,United States,2023,"(37.09024, -95.712891)",78355
SE,Data Engineer,114500,0.0,M,United States,2023,"(37.09024, -95.712891)",96372
MI,Data Analyst,72914,0.0,M,United Kingdom,2023,"(55.378051, -3.435973)",32402
MI,Data Analyst,54685,0.0,M,United Kingdom,2023,"(55.378051, -3.435973)",83294
EN,Data Engineer,92700,100.0,M,United States,2023,"(37.09024, -95.712891)",83979
EN,Data Engineer,61800,100.0,M,United States,2023,"(37.09024, -95.712891)",57640
SE,Data Engineer,130000,100.0,M,United States,2023,"(37.09024, -95.712891)",98803
SE,Data Scientist,258000,0.0,M,Canada,2023,"(56.130366, -106.346771)",66986
SE,Data Scientist,190000,0.0,M,Canada,2023,"(56.130366, -106.346771)",38050
MI,Data Architect,167500,0.0,M,United States,2023,"(37.09024, -95.712891)",95015
MI,Data Architect,106500,0.0,M,United States,2023,"(37.09024, -95.712891)",26233
MI,Data Engineer,146000,0.0,M,United States,2023,"(37.09024, -95.712891)",53318
MI,Data Engineer,75000,0.0,M,United States,2023,"(37.09024, -95.712891)",45578
EN,Data Engineer,59888,100.0,L,Netherlands,2022,"(52.132633, 5.291266)",36535
EX,Data Engineer,286000,100.0,M,United States,2023,"(37.09024, -95.712891)",47985
EX,Data Engineer,207000,100.0,M,United States,2023,"(37.09024, -95.712891)",71154
SE,Data Analyst,80000,100.0,M,United States,2023,"(37.09024, -95.712891)",20280
SE,Data Engineer,223250,0.0,M,United States,2023,"(37.09024, -95.712891)",15065
SE,Data Engineer,178600,0.0,M,United States,2023,"(37.09024, -95.712891)",43146
EX,Director of Data Science,353200,0.0,M,United States,2023,"(37.09024, -95.712891)",84854
EX,Director of Data Science,249300,0.0,M,United States,2023,"(37.09024, -95.712891)",13464
MI,Machine Learning Scientist,230000,0.0,M,United States,2023,"(37.09024, -95.712891)",52567
MI,Machine Learning Scientist,220000,0.0,M,United States,2023,"(37.09024, -95.712891)",22672
SE,Data Scientist,297300,100.0,M,United States,2023,"(37.09024, -95.712891)",82772
SE,Data Scientist,198200,100.0,M,United States,2023,"(37.09024, -95.712891)",39908
MI,Research Scientist,210000,100.0,M,United States,2023,"(37.09024, -95.712891)",66635
MI,Research Scientist,151800,100.0,M,United States,2023,"(37.09024, -95.712891)",95764
SE,Data Scientist,317070,0.0,M,United States,2023,"(37.09024, -95.712891)",24797
SE,Data Scientist,170730,0.0,M,United States,2023,"(37.09024, -95.712891)",61985
EN,Business Data Analyst,21461,0.0,M,Spain,2023,"(40.463667, -3.74922)",45590
SE,AI Developer,108000,0.0,M,Ukraine,2023,"(48.379433, 31.16558)",76723
SE,AI Developer,60000,0.0,M,Ukraine,2023,"(48.379433, 31.16558)",57462
MI,MLOps Engineer,134000,100.0,M,United States,2023,"(37.09024, -95.712891)",34641
MI,MLOps Engineer,124000,100.0,M,United States,2023,"(37.09024, -95.712891)",95064
SE,Data Engineer,171250,0.0,M,United States,2023,"(37.09024, -95.712891)",65923
SE,Data Engineer,113750,0.0,M,United States,2023,"(37.09024, -95.712891)",32145
SE,Data Scientist,225000,0.0,M,United States,2023,"(37.09024, -95.712891)",12251
SE,Data Scientist,175000,0.0,M,United States,2023,"(37.09024, -95.712891)",48121
SE,Data Engineer,230000,0.0,M,United States,2023,"(37.09024, -95.712891)",48819
SE,Data Engineer,124500,0.0,M,United States,2023,"(37.09024, -95.712891)",94806
SE,Data Analyst,175000,0.0,M,United States,2023,"(37.09024, -95.712891)",98700
SE,Data Analyst,148700,0.0,M,United States,2023,"(37.09024, -95.712891)",52677
SE,Data Analyst,125600,0.0,M,United States,2023,"(37.09024, -95.712891)",63568
SE,Research Scientist,200000,0.0,M,United States,2023,"(37.09024, -95.712891)",20023
SE,Research Scientist,150000,0.0,M,United States,2023,"(37.09024, -95.712891)",33044
EN,Research Engineer,160000,0.0,M,United States,2023,"(37.09024, -95.712891)",60161
EN,Research Engineer,120000,0.0,M,United States,2023,"(37.09024, -95.712891)",27655
SE,Data Analyst,185000,100.0,M,United States,2023,"(37.09024, -95.712891)",46716
SE,Data Analyst,120250,100.0,M,United States,2023,"(37.09024, -95.712891)",59113
SE,Data Scientist,183000,100.0,M,United States,2023,"(37.09024, -95.712891)",92002
SE,Data Architect,170000,100.0,M,United States,2023,"(37.09024, -95.712891)",38124
SE,Data Architect,125000,100.0,M,United States,2023,"(37.09024, -95.712891)",61176
SE,Research Scientist,250000,0.0,M,United States,2023,"(37.09024, -95.712891)",85967
MI,Machine Learning Engineer,135000,50.0,L,United States,2023,"(37.09024, -95.712891)",92943
SE,AI Scientist,423834,0.0,L,Israel,2023,"(31.046051, 34.851612)",50847
SE,Machine Learning Engineer,216000,100.0,M,United States,2023,"(37.09024, -95.712891)",91044
SE,Machine Learning Engineer,184000,100.0,M,United States,2023,"(37.09024, -95.712891)",47309
SE,Data Engineer,180000,100.0,M,United States,2023,"(37.09024, -95.712891)",90318
SE,Data Engineer,165000,100.0,M,United States,2023,"(37.09024, -95.712891)",62996
MI,Data Engineer,143865,0.0,M,United States,2023,"(37.09024, -95.712891)",22561
MI,Data Engineer,115092,0.0,M,United States,2023,"(37.09024, -95.712891)",88548
MI,Machine Learning Engineer,130000,0.0,M,United States,2023,"(37.09024, -95.712891)",20147
MI,Machine Learning Engineer,90000,0.0,M,United States,2023,"(37.09024, -95.712891)",61233
SE,Data Scientist,173000,100.0,M,United States,2023,"(37.09024, -95.712891)",83336
SE,Data Scientist,132000,100.0,M,United States,2023,"(37.09024, -95.712891)",59997
SE,Data Analyst,208049,0.0,M,United States,2023,"(37.09024, -95.712891)",75232
SE,Data Analyst,128500,0.0,M,United States,2023,"(37.09024, -95.712891)",78617
SE,Data Engineer,167500,0.0,M,United States,2023,"(37.09024, -95.712891)",24208
SE,Data Engineer,106500,0.0,M,United States,2023,"(37.09024, -95.712891)",11900
MI,Data Engineer,149600,0.0,M,United States,2023,"(37.09024, -95.712891)",39585
MI,Data Engineer,102000,0.0,M,United States,2023,"(37.09024, -95.712891)",93518
EX,Data Scientist,100000,0.0,M,United States,2023,"(37.09024, -95.712891)",53526
SE,Data Analyst,190000,100.0,M,United States,2023,"(37.09024, -95.712891)",78624
SE,Data Analyst,95000,100.0,M,United States,2023,"(37.09024, -95.712891)",95914
SE,Data Analyst,106800,0.0,M,United States,2023,"(37.09024, -95.712891)",40379
MI,Data Scientist,96578,0.0,M,Ireland,2023,"(53.41291, -8.24389)",76994
MI,Data Scientist,80481,0.0,M,Ireland,2023,"(53.41291, -8.24389)",69816
MI,Data Analyst,128000,0.0,M,United States,2023,"(37.09024, -95.712891)",57435
MI,Data Analyst,85000,0.0,M,United States,2023,"(37.09024, -95.712891)",11061
MI,Data Engineer,151000,0.0,M,United States,2023,"(37.09024, -95.712891)",21248
MI,Data Engineer,140000,0.0,M,United States,2023,"(37.09024, -95.712891)",73917
SE,Machine Learning Scientist,220000,0.0,M,United States,2023,"(37.09024, -95.712891)",52387
SE,Machine Learning Scientist,170000,0.0,M,United States,2023,"(37.09024, -95.712891)",87540
EN,Autonomous Vehicle Technician,7000,0.0,S,Ghana,2023,"(7.946527, -1.023194)",27089
EN,Applied Machine Learning Scientist,42923,50.0,M,Germany,2023,"(51.165691, 10.451526)",21496
SE,Data Engineer,160000,100.0,M,Canada,2023,"(56.130366, -106.346771)",23957
SE,Data Engineer,145000,100.0,M,Canada,2023,"(56.130366, -106.346771)",65370
MI,Data Analyst,154000,0.0,M,United States,2023,"(37.09024, -95.712891)",98800
MI,Data Analyst,143000,0.0,M,United States,2023,"(37.09024, -95.712891)",82976
MI,Data Scientist,78990,0.0,M,United Kingdom,2023,"(55.378051, -3.435973)",33534
MI,Data Scientist,51039,0.0,M,United Kingdom,2023,"(55.378051, -3.435973)",22886
EN,Data Scientist,190000,0.0,M,United States,2023,"(37.09024, -95.712891)",65503
EN,Data Scientist,120000,0.0,M,United States,2023,"(37.09024, -95.712891)",68406
MI,Data Scientist,85066,0.0,M,United Kingdom,2023,"(55.378051, -3.435973)",85453
MI,Data Scientist,109371,0.0,M,United Kingdom,2023,"(55.378051, -3.435973)",38638
MI,Data Scientist,72914,0.0,M,United Kingdom,2023,"(55.378051, -3.435973)",54899
SE,Data Engineer,111000,0.0,M,United States,2023,"(37.09024, -95.712891)",33681
EX,Data Engineer,265000,0.0,M,United States,2023,"(37.09024, -95.712891)",47725
EX,Data Engineer,235000,0.0,M,United States,2023,"(37.09024, -95.712891)",17918
EN,Data Scientist,121093,50.0,L,Switzerland,2023,"(46.818188, 8.227512)",82284
MI,Data Scientist,73546,100.0,M,Germany,2022,"(51.165691, 10.451526)",55099
MI,Data Engineer,75000,100.0,M,United States,2023,"(37.09024, -95.712891)",62402
MI,Data Engineer,60400,100.0,M,United States,2023,"(37.09024, -95.712891)",17678
SE,Lead Data Scientist,172309,100.0,L,Ireland,2022,"(53.41291, -8.24389)",68667
MI,Data Scientist,60093,100.0,M,Germany,2023,"(47.516231, 14.550072)",12121
MI,Data Analyst,83500,100.0,M,United States,2023,"(37.09024, -95.712891)",37189
MI,Data Analyst,52500,100.0,M,United States,2023,"(37.09024, -95.712891)",85515
SE,Data Scientist,201036,0.0,M,United States,2023,"(37.09024, -95.712891)",77528
SE,Data Scientist,134024,0.0,M,United States,2023,"(37.09024, -95.712891)",73909
SE,Data Analyst,165000,100.0,M,United States,2023,"(37.09024, -95.712891)",28302
SE,Data Analyst,140000,100.0,M,United States,2023,"(37.09024, -95.712891)",84267
EN,Data Engineer,62000,100.0,M,United States,2023,"(37.09024, -95.712891)",69503
EN,Data Engineer,58000,100.0,M,United States,2023,"(37.09024, -95.712891)",69196
SE,Data Scientist,172000,0.0,M,United States,2023,"(37.09024, -95.712891)",55678
SE,Data Scientist,115000,0.0,M,United States,2023,"(37.09024, -95.712891)",37094
EN,Data Engineer,125000,0.0,M,United States,2023,"(37.09024, -95.712891)",39410
EN,Data Engineer,90000,0.0,M,United States,2023,"(37.09024, -95.712891)",95552
SE,Data Engineer,163800,0.0,M,United States,2023,"(37.09024, -95.712891)",78307
SE,Data Engineer,126000,0.0,M,United States,2023,"(37.09024, -95.712891)",71720
MI,Data Engineer,90000,100.0,M,United States,2023,"(37.09024, -95.712891)",67377
SE,Data Engineer,139500,0.0,M,United States,2023,"(37.09024, -95.712891)",42590
SE,Data Engineer,109400,0.0,M,United States,2023,"(37.09024, -95.712891)",46649
MI,Data Engineer,145000,0.0,M,United States,2023,"(37.09024, -95.712891)",70028
MI,Data Engineer,120000,0.0,M,United States,2023,"(37.09024, -95.712891)",77870
SE,Data Engineer,205600,0.0,L,United States,2023,"(37.09024, -95.712891)",39660
SE,Data Engineer,105700,0.0,L,United States,2023,"(37.09024, -95.712891)",61044
SE,Data Scientist,239748,0.0,M,United States,2023,"(37.09024, -95.712891)",82880
SE,Data Scientist,159832,0.0,M,United States,2023,"(37.09024, -95.712891)",56324
SE,Data Scientist,186300,100.0,M,United States,2023,"(37.09024, -95.712891)",61999
SE,Data Scientist,102500,100.0,M,United States,2023,"(37.09024, -95.712891)",44143
SE,Data Scientist,126000,0.0,M,United States,2023,"(37.09024, -95.712891)",62403
SE,Data Architect,149040,100.0,M,United States,2023,"(37.09024, -95.712891)",68488
SE,Data Architect,113900,100.0,M,United States,2023,"(37.09024, -95.712891)",42776
SE,Data Engineer,153600,100.0,M,United States,2023,"(37.09024, -95.712891)",80183
SE,Data Engineer,106800,100.0,M,United States,2023,"(37.09024, -95.712891)",53328
SE,Data Engineer,172600,100.0,M,United States,2023,"(37.09024, -95.712891)",54245
SE,Data Engineer,107900,100.0,M,United States,2023,"(37.09024, -95.712891)",13339
SE,Data Analyst,180180,0.0,M,United States,2023,"(37.09024, -95.712891)",72536
SE,Data Analyst,106020,0.0,M,United States,2023,"(37.09024, -95.712891)",21104
SE,Data Architect,376080,100.0,M,United States,2023,"(37.09024, -95.712891)",89061
SE,Data Architect,213120,100.0,M,United States,2023,"(37.09024, -95.712891)",89752
SE,Data Analyst,206500,100.0,M,United States,2023,"(37.09024, -95.712891)",40983
SE,Data Analyst,121600,100.0,M,United States,2023,"(37.09024, -95.712891)",89106
SE,Data Engineer,260000,0.0,M,United States,2023,"(37.09024, -95.712891)",36304
SE,Data Engineer,225000,0.0,M,United States,2023,"(37.09024, -95.712891)",19345
EX,Data Engineer,194500,0.0,M,United States,2023,"(37.09024, -95.712891)",14612
EX,Data Engineer,115500,0.0,M,United States,2023,"(37.09024, -95.712891)",30051
SE,Cloud Database Engineer,170000,100.0,L,United States,2023,"(37.09024, -95.712891)",62636
SE,Applied Machine Learning Scientist,90000,100.0,L,United States,2023,"(37.09024, -95.712891)",22541
EN,Data Analyst,95000,100.0,M,United States,2023,"(37.09024, -95.712891)",92188
EN,Data Analyst,70000,100.0,M,United States,2023,"(37.09024, -95.712891)",54393
SE,Data Engineer,275000,0.0,M,United States,2023,"(37.09024, -95.712891)",21057
SE,Data Analyst,115934,100.0,M,United States,2023,"(37.09024, -95.712891)",47035
SE,Data Analyst,81666,100.0,M,United States,2023,"(37.09024, -95.712891)",32949
SE,Machine Learning Engineer,150000,100.0,M,United States,2023,"(37.09024, -95.712891)",78124
SE,Machine Learning Engineer,120000,100.0,M,United States,2023,"(37.09024, -95.712891)",28936
SE,Research Engineer,200000,0.0,M,United States,2023,"(37.09024, -95.712891)",91855
SE,Research Engineer,175000,0.0,M,United States,2023,"(37.09024, -95.712891)",11262
MI,Data Analyst,206000,0.0,M,United States,2023,"(37.09024, -95.712891)",41517
MI,Data Analyst,130000,0.0,M,United States,2023,"(37.09024, -95.712891)",43123
SE,Data Architect,138000,100.0,M,United Kingdom,2023,"(55.378051, -3.435973)",16264
SE,Data Architect,92000,100.0,M,United Kingdom,2023,"(55.378051, -3.435973)",57297
SE,Data Manager,65000,0.0,M,Colombia,2023,"(4.570868, -74.297333)",52808
SE,Data Manager,48000,0.0,M,Colombia,2023,"(4.570868, -74.297333)",92711
SE,Data Analyst,110000,100.0,M,United States,2023,"(37.09024, -95.712891)",39618
SE,Analytics Engineer,130000,0.0,M,United States,2023,"(37.09024, -95.712891)",88629
SE,Analytics Engineer,87000,0.0,M,United States,2023,"(37.09024, -95.712891)",21245
MI,Data Analyst,160000,0.0,M,United States,2023,"(37.09024, -95.712891)",29807
MI,Data Analyst,112000,0.0,M,United States,2023,"(37.09024, -95.712891)",29950
SE,Data Science Manager,299500,0.0,M,United States,2023,"(37.09024, -95.712891)",16140
SE,Data Science Manager,245100,0.0,M,United States,2023,"(37.09024, -95.712891)",21832
MI,Data Scientist,145000,0.0,M,United States,2023,"(37.09024, -95.712891)",47221
MI,Data Scientist,100000,0.0,M,United States,2023,"(37.09024, -95.712891)",99928
SE,Data Engineer,147100,0.0,M,United States,2023,"(37.09024, -95.712891)",84547
EN,Data Engineer,115100,0.0,M,United States,2023,"(37.09024, -95.712891)",75940
EN,Data Engineer,73900,0.0,M,United States,2023,"(37.09024, -95.712891)",93473
SE,Data Engineer,168400,0.0,M,United States,2023,"(37.09024, -95.712891)",10791
